left_model_id,right_model_id,mean_difference,ci_low,ci_high,cohen_dz,sign_flip_p,holm_p,holm_significant,direction
openai/gpt-5.6-sol-pro,tencent/hy3,3.095641,1.001952,5.190299,0.11443856,0.0039499605,0.300196998,false,left_higher
openai/gpt-5.6-sol-pro,cohere/command-a,13.882766,11.328503,16.439266,0.40911191,9.999900001e-06,0.001899981,true,left_higher
openai/gpt-5.6-sol-pro,cohere/command-r-plus-08-2024,35.317953,32.441540,38.172259,0.91142819,9.999900001e-06,0.001899981,true,left_higher
openai/gpt-5.6-terra-pro,openai/gpt-5.6-luna-pro,2.322875,0.351109,4.300493,0.09050447,0.0216497835,1,false,left_higher
openai/gpt-5.6-terra-pro,meta-llama/llama-4-maverick,11.310234,8.565732,14.059058,0.31570385,9.999900001e-06,0.001899981,true,left_higher
openai/gpt-5.6-terra-pro,anthropic/claude-opus-5,0.725891,-1.106198,2.581191,0.03021097,0.444295557,1,false,left_higher
openai/gpt-5.6-terra-pro,anthropic/claude-sonnet-5,2.047031,-0.080384,4.165980,0.07420982,0.06022939771,1,false,left_higher
openai/gpt-5.6-terra-pro,google/gemini-3.1-pro-preview,-1.419047,-3.219082,0.391723,-0.06048757,0.125698743,1,false,right_higher
openai/gpt-5.6-terra-pro,google/gemini-3.6-flash,1.407313,-0.709326,3.537551,0.05092145,0.1984380156,1,false,left_higher
openai/gpt-5.6-terra-pro,x-ai/grok-4.5,-0.916891,-2.934307,1.088267,-0.03530510,0.3728262717,1,false,right_higher
openai/gpt-5.6-terra-pro,moonshotai/kimi-k3,1.171766,-0.743590,3.094893,0.04713545,0.2318776812,1,false,left_higher
openai/gpt-5.6-terra-pro,qwen/qwen3.8-max,0.074938,-1.977863,2.088941,0.00284213,0.9422205778,1,false,left_higher
openai/gpt-5.6-terra-pro,z-ai/glm-5.2,4.606875,2.164821,7.035804,0.14491035,0.0003099969,0.0300696993,true,left_higher
openai/gpt-5.6-terra-pro,deepseek/deepseek-v4-pro,2.456078,0.504508,4.442800,0.09673794,0.0146098539,0.9934700653,false,left_higher
openai/gpt-5.6-terra-pro,deepseek/deepseek-v4-flash-0731,8.795984,6.137797,11.462219,0.25287531,9.999900001e-06,0.001899981,true,left_higher
openai/gpt-5.6-terra-pro,minimax/minimax-m3,4.756078,2.550810,7.005836,0.16343637,3.99996e-05,0.0041199588,true,left_higher
openai/gpt-5.6-terra-pro,nvidia/nemotron-3.5-lightning,6.330938,3.916691,8.806223,0.19886080,9.999900001e-06,0.001899981,true,left_higher
openai/gpt-5.6-terra-pro,mistralai/mistral-large-2512,10.081031,7.497734,12.666148,0.30037280,9.999900001e-06,0.001899981,true,left_higher
openai/gpt-5.6-terra-pro,tencent/hy3,2.588312,0.534586,4.660332,0.09685180,0.0146098539,0.9934700653,false,left_higher
openai/gpt-5.6-terra-pro,cohere/command-a,13.375438,10.703989,16.015696,0.37943922,9.999900001e-06,0.001899981,true,left_higher
openai/gpt-5.6-terra-pro,cohere/command-r-plus-08-2024,34.810625,31.948030,37.635275,0.90096619,9.999900001e-06,0.001899981,true,left_higher
openai/gpt-5.6-luna-pro,meta-llama/llama-4-maverick,8.987359,6.247146,11.726991,0.25366259,9.999900001e-06,0.001899981,true,left_higher
openai/gpt-5.6-luna-pro,anthropic/claude-opus-5,-1.596984,-3.565084,0.388121,-0.06221077,0.1158088419,1,false,right_higher
openai/gpt-5.6-luna-pro,anthropic/claude-sonnet-5,-0.275844,-2.450336,1.898379,-0.00975177,0.8056619434,1,false,right_higher
openai/gpt-5.6-luna-pro,google/gemini-3.1-pro-preview,-3.741922,-5.757165,-1.734012,-0.14272417,0.0002899971,0.0284197158,true,right_higher
openai/gpt-5.6-luna-pro,google/gemini-3.6-flash,-0.915562,-2.853026,1.035291,-0.03613733,0.3636763632,1,false,right_higher
openai/gpt-5.6-luna-pro,x-ai/grok-4.5,-3.239766,-5.046864,-1.479607,-0.13887492,0.000499995,0.0455695443,true,right_higher
openai/gpt-5.6-luna-pro,moonshotai/kimi-k3,-1.151109,-3.127252,0.827779,-0.04438915,0.2594574054,1,false,right_higher
openai/gpt-5.6-luna-pro,qwen/qwen3.8-max,-2.247938,-4.432831,-0.095450,-0.07945893,0.0436695633,1,false,right_higher
openai/gpt-5.6-luna-pro,z-ai/glm-5.2,2.284000,-0.026645,4.588564,0.07613133,0.05429945701,1,false,left_higher
openai/gpt-5.6-luna-pro,deepseek/deepseek-v4-pro,0.133203,-2.139138,2.401645,0.00454509,0.9094709053,1,false,left_higher
openai/gpt-5.6-luna-pro,deepseek/deepseek-v4-flash-0731,6.473109,4.009337,8.955779,0.20100749,9.999900001e-06,0.001899981,true,left_higher
openai/gpt-5.6-luna-pro,minimax/minimax-m3,2.433203,0.077946,4.850941,0.07836089,0.0473095269,1,false,left_higher
openai/gpt-5.6-luna-pro,nvidia/nemotron-3.5-lightning,4.008062,1.761653,6.261770,0.13736351,0.0006199938001,0.05455945441,false,left_higher
openai/gpt-5.6-luna-pro,mistralai/mistral-large-2512,7.758156,5.411796,10.093177,0.25387146,9.999900001e-06,0.001899981,true,left_higher
openai/gpt-5.6-luna-pro,tencent/hy3,0.265437,-1.787618,2.330248,0.00996142,0.801501985,1,false,left_higher
openai/gpt-5.6-luna-pro,cohere/command-a,11.052563,8.685838,13.445221,0.35187273,9.999900001e-06,0.001899981,true,left_higher
openai/gpt-5.6-luna-pro,cohere/command-r-plus-08-2024,32.487750,29.726205,35.233675,0.86387475,9.999900001e-06,0.001899981,true,left_higher
meta-llama/llama-4-maverick,anthropic/claude-opus-5,-10.584344,-13.252633,-7.953005,-0.30701750,9.999900001e-06,0.001899981,true,right_higher
meta-llama/llama-4-maverick,anthropic/claude-sonnet-5,-9.263203,-11.829365,-6.663153,-0.27637443,9.999900001e-06,0.001899981,true,right_higher
meta-llama/llama-4-maverick,google/gemini-3.1-pro-preview,-12.729281,-15.419901,-9.989224,-0.35595447,9.999900001e-06,0.001899981,true,right_higher
meta-llama/llama-4-maverick,google/gemini-3.6-flash,-9.902922,-12.579227,-7.209832,-0.28186234,9.999900001e-06,0.001899981,true,right_higher
meta-llama/llama-4-maverick,x-ai/grok-4.5,-12.227125,-14.767258,-9.700201,-0.37032400,9.999900001e-06,0.001899981,true,right_higher
meta-llama/llama-4-maverick,moonshotai/kimi-k3,-10.138469,-12.851609,-7.428720,-0.28701796,9.999900001e-06,0.001899981,true,right_higher
meta-llama/llama-4-maverick,qwen/qwen3.8-max,-11.235297,-13.928157,-8.562170,-0.31870602,9.999900001e-06,0.001899981,true,right_higher
meta-llama/llama-4-maverick,z-ai/glm-5.2,-6.703359,-9.276393,-4.129155,-0.20186052,9.999900001e-06,0.001899981,true,right_higher
meta-llama/llama-4-maverick,deepseek/deepseek-v4-pro,-8.854156,-11.585500,-6.112678,-0.24924680,9.999900001e-06,0.001899981,true,right_higher
meta-llama/llama-4-maverick,deepseek/deepseek-v4-flash-0731,-2.514250,-5.226122,0.173675,-0.07195657,0.06828931711,1,false,right_higher
meta-llama/llama-4-maverick,minimax/minimax-m3,-6.554156,-9.183220,-3.896827,-0.19036195,9.999900001e-06,0.001899981,true,right_higher
meta-llama/llama-4-maverick,nvidia/nemotron-3.5-lightning,-4.979297,-7.738132,-2.195468,-0.13850124,0.0004899951,0.0455695443,true,right_higher
meta-llama/llama-4-maverick,mistralai/mistral-large-2512,-1.229203,-3.770523,1.320604,-0.03683256,0.3513664863,1,false,right_higher
meta-llama/llama-4-maverick,tencent/hy3,-8.721922,-11.154491,-6.274746,-0.27546551,9.999900001e-06,0.001899981,true,right_higher
meta-llama/llama-4-maverick,cohere/command-a,2.065203,-0.439367,4.593245,0.06277273,0.1123188768,1,false,left_higher
meta-llama/llama-4-maverick,cohere/command-r-plus-08-2024,23.500391,20.627675,26.369442,0.60256185,9.999900001e-06,0.001899981,true,left_higher
anthropic/claude-opus-5,anthropic/claude-sonnet-5,1.321141,-0.554408,3.200288,0.05429495,0.1693683063,1,false,left_higher
anthropic/claude-opus-5,google/gemini-3.1-pro-preview,-2.144938,-4.051598,-0.251489,-0.08599452,0.0298797012,1,false,right_higher
anthropic/claude-opus-5,google/gemini-3.6-flash,0.681422,-1.182704,2.540949,0.02806875,0.4806751932,1,false,left_higher
anthropic/claude-opus-5,x-ai/grok-4.5,-1.642781,-3.647861,0.342407,-0.06306280,0.1108888911,1,false,right_higher
anthropic/claude-opus-5,moonshotai/kimi-k3,0.445875,-1.533375,2.437889,0.01720206,0.663103369,1,false,left_higher
anthropic/claude-opus-5,qwen/qwen3.8-max,-0.650953,-2.624688,1.302035,-0.02517651,0.5255347447,1,false,right_higher
anthropic/claude-opus-5,z-ai/glm-5.2,3.880984,1.671369,6.072564,0.13566551,0.0004899951,0.0455695443,true,left_higher
anthropic/claude-opus-5,deepseek/deepseek-v4-pro,1.730187,-0.463126,3.901907,0.06117196,0.1220687793,1,false,left_higher
anthropic/claude-opus-5,deepseek/deepseek-v4-flash-0731,8.070094,5.643627,10.507778,0.25572736,9.999900001e-06,0.001899981,true,left_higher
anthropic/claude-opus-5,minimax/minimax-m3,4.030188,1.788929,6.310486,0.13715614,0.0004599954,0.0432395676,true,left_higher
anthropic/claude-opus-5,nvidia/nemotron-3.5-lightning,5.605047,3.088003,8.162170,0.16996875,1.99998e-05,0.0021399786,true,left_higher
anthropic/claude-opus-5,mistralai/mistral-large-2512,9.355141,6.955011,11.742507,0.30040564,9.999900001e-06,0.001899981,true,left_higher
anthropic/claude-opus-5,tencent/hy3,1.862422,-0.240852,3.987130,0.06835262,0.08365916341,1,false,left_higher
anthropic/claude-opus-5,cohere/command-a,12.649547,10.112525,15.172034,0.38119433,9.999900001e-06,0.001899981,true,left_higher
anthropic/claude-opus-5,cohere/command-r-plus-08-2024,34.084734,31.212812,36.961642,0.88403241,9.999900001e-06,0.001899981,true,left_higher
anthropic/claude-sonnet-5,google/gemini-3.1-pro-preview,-3.466078,-5.555754,-1.372125,-0.12587332,0.0014599854,0.1255587444,false,right_higher
anthropic/claude-sonnet-5,google/gemini-3.6-flash,-0.639719,-2.678663,1.406919,-0.02388805,0.5440745593,1,false,right_higher
anthropic/claude-sonnet-5,x-ai/grok-4.5,-2.963922,-5.071110,-0.860223,-0.10780810,0.006689933101,0.4802351976,false,right_higher
anthropic/claude-sonnet-5,moonshotai/kimi-k3,-0.875266,-3.002169,1.239244,-0.03174788,0.4219857801,1,false,right_higher
anthropic/claude-sonnet-5,qwen/qwen3.8-max,-1.972094,-4.066750,0.126886,-0.07169841,0.07091929081,1,false,right_higher
anthropic/claude-sonnet-5,z-ai/glm-5.2,2.559844,0.357040,4.745167,0.09011204,0.0227097729,1,false,left_higher
anthropic/claude-sonnet-5,deepseek/deepseek-v4-pro,0.409047,-1.834126,2.631736,0.01410233,0.7219727803,1,false,left_higher
anthropic/claude-sonnet-5,deepseek/deepseek-v4-flash-0731,6.748953,4.220936,9.297404,0.20535400,9.999900001e-06,0.001899981,true,left_higher
anthropic/claude-sonnet-5,minimax/minimax-m3,2.709047,0.416507,5.019898,0.09100768,0.0209797902,1,false,left_higher
anthropic/claude-sonnet-5,nvidia/nemotron-3.5-lightning,4.283906,1.868638,6.740346,0.13570181,0.000499995,0.0455695443,true,left_higher
anthropic/claude-sonnet-5,mistralai/mistral-large-2512,8.034000,5.683920,10.417975,0.26122293,9.999900001e-06,0.001899981,true,left_higher
anthropic/claude-sonnet-5,tencent/hy3,0.541281,-1.535286,2.640286,0.02000591,0.614403856,1,false,left_higher
anthropic/claude-sonnet-5,cohere/command-a,11.328406,8.917797,13.744960,0.35904706,9.999900001e-06,0.001899981,true,left_higher
anthropic/claude-sonnet-5,cohere/command-r-plus-08-2024,32.763594,29.949073,35.595658,0.85753515,9.999900001e-06,0.001899981,true,left_higher
google/gemini-3.1-pro-preview,google/gemini-3.6-flash,2.826359,0.924577,4.712515,0.11471293,0.0041899581,0.3142468575,false,left_higher
google/gemini-3.1-pro-preview,x-ai/grok-4.5,0.502156,-1.398954,2.355276,0.02068612,0.6009139909,1,false,left_higher
google/gemini-3.1-pro-preview,moonshotai/kimi-k3,2.590812,0.674412,4.508632,0.10415555,0.008319916801,0.5823941761,false,left_higher
google/gemini-3.1-pro-preview,qwen/qwen3.8-max,1.493984,-0.344220,3.292266,0.06319313,0.1093489065,1,false,left_higher
google/gemini-3.1-pro-preview,z-ai/glm-5.2,6.025922,3.611385,8.390344,0.19401911,9.999900001e-06,0.001899981,true,left_higher
google/gemini-3.1-pro-preview,deepseek/deepseek-v4-pro,3.875125,1.744059,6.005579,0.14037172,0.0003399966,0.0326396736,true,left_higher
google/gemini-3.1-pro-preview,deepseek/deepseek-v4-flash-0731,10.215031,7.590916,12.816586,0.29920609,9.999900001e-06,0.001899981,true,left_higher
google/gemini-3.1-pro-preview,minimax/minimax-m3,6.175125,3.889588,8.476627,0.20663765,9.999900001e-06,0.001899981,true,left_higher
google/gemini-3.1-pro-preview,nvidia/nemotron-3.5-lightning,7.749984,5.261838,10.273641,0.23874010,9.999900001e-06,0.001899981,true,left_higher
google/gemini-3.1-pro-preview,mistralai/mistral-large-2512,11.500078,8.947809,14.036940,0.34787004,9.999900001e-06,0.001899981,true,left_higher
google/gemini-3.1-pro-preview,tencent/hy3,4.007359,1.959984,6.076504,0.15050200,0.0001399986,0.01399986,true,left_higher
google/gemini-3.1-pro-preview,cohere/command-a,14.794484,12.217433,17.357834,0.42805763,9.999900001e-06,0.001899981,true,left_higher
google/gemini-3.1-pro-preview,cohere/command-r-plus-08-2024,36.229672,33.304510,39.080285,0.92298239,9.999900001e-06,0.001899981,true,left_higher
google/gemini-3.6-flash,x-ai/grok-4.5,-2.324203,-4.163263,-0.520762,-0.09826586,0.0133298667,0.9197608024,false,right_higher
google/gemini-3.6-flash,moonshotai/kimi-k3,-0.235547,-2.223677,1.746578,-0.00912221,0.8172818272,1,false,right_higher
google/gemini-3.6-flash,qwen/qwen3.8-max,-1.332375,-3.395269,0.673001,-0.05070874,0.2022879771,1,false,right_higher
google/gemini-3.6-flash,z-ai/glm-5.2,3.199562,0.960314,5.428315,0.10921663,0.006169938301,0.4504054959,false,left_higher
google/gemini-3.6-flash,deepseek/deepseek-v4-pro,1.048766,-1.203086,3.324818,0.03577232,0.3684463155,1,false,left_higher
google/gemini-3.6-flash,deepseek/deepseek-v4-flash-0731,7.388672,4.933498,9.835622,0.22950785,9.999900001e-06,0.001899981,true,left_higher
google/gemini-3.6-flash,minimax/minimax-m3,3.348766,0.969352,5.762992,0.10781391,0.006669933301,0.4802351976,false,left_higher
google/gemini-3.6-flash,nvidia/nemotron-3.5-lightning,4.923625,2.512964,7.321180,0.15750218,6.999930001e-05,0.007139928601,true,left_higher
google/gemini-3.6-flash,mistralai/mistral-large-2512,8.673719,6.416129,10.949069,0.29129836,9.999900001e-06,0.001899981,true,left_higher
google/gemini-3.6-flash,tencent/hy3,1.181000,-1.070134,3.410759,0.04037622,0.3097469025,1,false,left_higher
google/gemini-3.6-flash,cohere/command-a,11.968125,9.520343,14.395207,0.36580745,9.999900001e-06,0.001899981,true,left_higher
google/gemini-3.6-flash,cohere/command-r-plus-08-2024,33.403312,30.514514,36.265688,0.84597606,9.999900001e-06,0.001899981,true,left_higher
x-ai/grok-4.5,moonshotai/kimi-k3,2.088656,0.114466,4.098088,0.08059778,0.0407295927,1,false,left_higher
x-ai/grok-4.5,qwen/qwen3.8-max,0.991828,-0.917496,2.869610,0.04062416,0.3042369576,1,false,left_higher
x-ai/grok-4.5,z-ai/glm-5.2,5.523766,3.297565,7.738741,0.19028914,9.999900001e-06,0.001899981,true,left_higher
x-ai/grok-4.5,deepseek/deepseek-v4-pro,3.372969,1.254525,5.514123,0.12265107,0.0020399796,0.1713582864,false,left_higher
x-ai/grok-4.5,deepseek/deepseek-v4-flash-0731,9.712875,7.371000,12.100487,0.31342525,9.999900001e-06,0.001899981,true,left_higher
x-ai/grok-4.5,minimax/minimax-m3,5.672969,3.478669,7.934787,0.19468663,9.999900001e-06,0.001899981,true,left_higher
x-ai/grok-4.5,nvidia/nemotron-3.5-lightning,7.247828,4.997059,9.538953,0.24669283,9.999900001e-06,0.001899981,true,left_higher
x-ai/grok-4.5,mistralai/mistral-large-2512,10.997922,8.745124,13.272371,0.37379738,9.999900001e-06,0.001899981,true,left_higher
x-ai/grok-4.5,tencent/hy3,3.505203,1.486238,5.554970,0.13265452,0.0007899921001,0.06872931271,false,left_higher
x-ai/grok-4.5,cohere/command-a,14.292328,11.871424,16.734195,0.43913719,9.999900001e-06,0.001899981,true,left_higher
x-ai/grok-4.5,cohere/command-r-plus-08-2024,35.727516,32.964233,38.483649,0.94928682,9.999900001e-06,0.001899981,true,left_higher
moonshotai/kimi-k3,qwen/qwen3.8-max,-1.096828,-3.193798,0.976580,-0.04051828,0.3056569434,1,false,right_higher
moonshotai/kimi-k3,z-ai/glm-5.2,3.435109,1.153382,5.715754,0.11537002,0.0030799692,0.2494775052,false,left_higher
moonshotai/kimi-k3,deepseek/deepseek-v4-pro,1.284312,-0.800121,3.393255,0.04735956,0.2302776972,1,false,left_higher
moonshotai/kimi-k3,deepseek/deepseek-v4-flash-0731,7.624219,4.903487,10.352536,0.21529945,9.999900001e-06,0.001899981,true,left_higher
moonshotai/kimi-k3,minimax/minimax-m3,3.584313,1.310952,5.893188,0.12000432,0.0021799782,0.1787582124,false,left_higher
moonshotai/kimi-k3,nvidia/nemotron-3.5-lightning,5.159172,2.925093,7.423146,0.17649178,9.999900001e-06,0.001899981,true,left_higher
moonshotai/kimi-k3,mistralai/mistral-large-2512,8.909266,6.331075,11.492970,0.26445265,9.999900001e-06,0.001899981,true,left_higher
moonshotai/kimi-k3,tencent/hy3,1.416547,-0.579756,3.399613,0.05473038,0.1654583454,1,false,left_higher
moonshotai/kimi-k3,cohere/command-a,12.203672,9.615136,14.782630,0.35675301,9.999900001e-06,0.001899981,true,left_higher
moonshotai/kimi-k3,cohere/command-r-plus-08-2024,33.638859,30.694725,36.551336,0.85001468,9.999900001e-06,0.001899981,true,left_higher
qwen/qwen3.8-max,z-ai/glm-5.2,4.531937,2.073482,6.991890,0.14012121,0.0004199958,0.039899601,true,left_higher
qwen/qwen3.8-max,deepseek/deepseek-v4-pro,2.381141,0.141913,4.648589,0.08120790,0.0397696023,1,false,left_higher
qwen/qwen3.8-max,deepseek/deepseek-v4-flash-0731,8.721047,6.159462,11.323959,0.25822947,9.999900001e-06,0.001899981,true,left_higher
qwen/qwen3.8-max,minimax/minimax-m3,4.681141,2.491908,6.947593,0.16140508,2.99997e-05,0.0031799682,true,left_higher
qwen/qwen3.8-max,nvidia/nemotron-3.5-lightning,6.256000,3.915318,8.659550,0.20292422,9.999900001e-06,0.001899981,true,left_higher
qwen/qwen3.8-max,mistralai/mistral-large-2512,10.006094,7.607920,12.458222,0.31704711,9.999900001e-06,0.001899981,true,left_higher
qwen/qwen3.8-max,tencent/hy3,2.513375,0.378041,4.685859,0.08950725,0.0235597644,1,false,left_higher
qwen/qwen3.8-max,cohere/command-a,13.300500,10.765331,15.871557,0.39127367,9.999900001e-06,0.001899981,true,left_higher
qwen/qwen3.8-max,cohere/command-r-plus-08-2024,34.735688,31.848401,37.626057,0.87916584,9.999900001e-06,0.001899981,true,left_higher
z-ai/glm-5.2,deepseek/deepseek-v4-pro,-2.150797,-4.557021,0.271973,-0.06874750,0.08293917061,1,false,right_higher
z-ai/glm-5.2,deepseek/deepseek-v4-flash-0731,4.189109,1.868513,6.507814,0.13821587,0.0005199948001,0.0462795372,true,left_higher
z-ai/glm-5.2,minimax/minimax-m3,0.149203,-2.288989,2.622778,0.00466621,0.9067809322,1,false,left_higher
z-ai/glm-5.2,nvidia/nemotron-3.5-lightning,1.724062,-0.821690,4.310032,0.05178003,0.1915280847,1,false,left_higher
z-ai/glm-5.2,mistralai/mistral-large-2512,5.474156,3.089011,7.864321,0.17684118,2.99997e-05,0.0031799682,true,left_higher
z-ai/glm-5.2,tencent/hy3,-2.018562,-4.236525,0.183517,-0.07080307,0.07460925391,1,false,right_higher
z-ai/glm-5.2,cohere/command-a,8.768562,6.380420,11.167405,0.27882844,9.999900001e-06,0.001899981,true,left_higher
z-ai/glm-5.2,cohere/command-r-plus-08-2024,30.203750,27.361775,33.050893,0.78179106,9.999900001e-06,0.001899981,true,left_higher
deepseek/deepseek-v4-pro,deepseek/deepseek-v4-flash-0731,6.339906,3.622012,9.079293,0.17859273,9.999900001e-06,0.001899981,true,left_higher
deepseek/deepseek-v4-pro,minimax/minimax-m3,2.300000,0.102475,4.543504,0.08030206,0.0423695763,1,false,left_higher
deepseek/deepseek-v4-pro,nvidia/nemotron-3.5-lightning,3.874859,1.425858,6.350490,0.12106135,0.0020799792,0.1726382736,false,left_higher
deepseek/deepseek-v4-pro,mistralai/mistral-large-2512,7.624953,5.081521,10.178111,0.23025444,9.999900001e-06,0.001899981,true,left_higher
deepseek/deepseek-v4-pro,tencent/hy3,0.132234,-2.043079,2.326771,0.00468548,0.9067109329,1,false,left_higher
deepseek/deepseek-v4-pro,cohere/command-a,10.919359,8.183757,13.668298,0.30258332,9.999900001e-06,0.001899981,true,left_higher
deepseek/deepseek-v4-pro,cohere/command-r-plus-08-2024,32.354547,29.482083,35.256958,0.83592274,9.999900001e-06,0.001899981,true,left_higher
deepseek/deepseek-v4-flash-0731,minimax/minimax-m3,-4.039906,-6.691784,-1.365823,-0.11671581,0.0034899651,0.2757072429,false,right_higher
deepseek/deepseek-v4-flash-0731,nvidia/nemotron-3.5-lightning,-2.465047,-5.212341,0.286470,-0.06942439,0.08017919821,1,false,right_higher
deepseek/deepseek-v4-flash-0731,mistralai/mistral-large-2512,1.285047,-0.956577,3.520760,0.04399753,0.2652673473,1,false,left_higher
deepseek/deepseek-v4-flash-0731,tencent/hy3,-6.207672,-8.682173,-3.754498,-0.19530096,9.999900001e-06,0.001899981,true,right_higher
deepseek/deepseek-v4-flash-0731,cohere/command-a,4.579453,2.276555,6.922993,0.15057823,0.0001899981,0.0188098119,true,left_higher
deepseek/deepseek-v4-flash-0731,cohere/command-r-plus-08-2024,26.014641,23.284929,28.760303,0.70459816,9.999900001e-06,0.001899981,true,left_higher
minimax/minimax-m3,nvidia/nemotron-3.5-lightning,1.574859,-0.934861,4.078522,0.04866760,0.2197778022,1,false,left_higher
minimax/minimax-m3,mistralai/mistral-large-2512,5.324953,2.874702,7.743864,0.16579182,8.999910001e-05,0.009089909101,true,left_higher
minimax/minimax-m3,tencent/hy3,-2.167766,-4.271803,-0.079899,-0.07995998,0.044499555,1,false,right_higher
minimax/minimax-m3,cohere/command-a,8.619359,5.958471,11.297548,0.24548338,9.999900001e-06,0.001899981,true,left_higher
minimax/minimax-m3,cohere/command-r-plus-08-2024,30.054547,27.150561,32.939059,0.75994183,9.999900001e-06,0.001899981,true,left_higher
nvidia/nemotron-3.5-lightning,mistralai/mistral-large-2512,3.750094,1.243200,6.235990,0.11558663,0.0036799632,0.2870371296,false,left_higher
nvidia/nemotron-3.5-lightning,tencent/hy3,-3.742625,-6.099080,-1.428012,-0.12422338,0.0016299837,0.1385486145,false,right_higher
nvidia/nemotron-3.5-lightning,cohere/command-a,7.044500,4.418025,9.643638,0.20587306,9.999900001e-06,0.001899981,true,left_higher
nvidia/nemotron-3.5-lightning,cohere/command-r-plus-08-2024,28.479688,25.499546,31.415115,0.71412912,9.999900001e-06,0.001899981,true,left_higher
mistralai/mistral-large-2512,tencent/hy3,-7.492719,-9.848141,-5.115302,-0.24221710,9.999900001e-06,0.001899981,true,right_higher
mistralai/mistral-large-2512,cohere/command-a,3.294406,1.138146,5.454846,0.11441771,0.0037899621,0.2918270817,false,left_higher
mistralai/mistral-large-2512,cohere/command-r-plus-08-2024,24.729594,21.928139,27.556421,0.65962215,9.999900001e-06,0.001899981,true,left_higher
tencent/hy3,cohere/command-a,10.787125,8.341495,13.233426,0.33450601,9.999900001e-06,0.001899981,true,left_higher
tencent/hy3,cohere/command-r-plus-08-2024,32.222313,29.415466,35.010894,0.84993205,9.999900001e-06,0.001899981,true,left_higher
cohere/command-a,cohere/command-r-plus-08-2024,21.435188,18.931821,23.957429,0.62473645,9.999900001e-06,0.001899981,true,left_higher
