left_model_id,right_model_id,mean_difference,ci_low,ci_high,cohen_dz,sign_flip_p,holm_p,holm_significant,direction
openai/gpt-5.6-terra-pro,google/gemini-3.1-pro-preview,-1.419047,-3.219082,0.391723,-0.06048757,0.125698743,1,false,right_higher
openai/gpt-5.6-terra-pro,google/gemini-3.6-flash,1.407313,-0.709326,3.537551,0.05092145,0.1984380156,1,false,left_higher
openai/gpt-5.6-terra-pro,x-ai/grok-4.6,-1.876531,-3.941816,0.204105,-0.06954062,0.07784922151,1,false,right_higher
openai/gpt-5.6-terra-pro,moonshotai/kimi-k3,1.171766,-0.743590,3.094893,0.04713545,0.2318776812,1,false,left_higher
openai/gpt-5.6-terra-pro,qwen/qwen3.8-max,0.074938,-1.977863,2.088941,0.00284213,0.9422205778,1,false,left_higher
openai/gpt-5.6-terra-pro,z-ai/glm-5.2,4.606875,2.164821,7.035804,0.14491035,0.0003099969,0.0489795102,true,left_higher
openai/gpt-5.6-terra-pro,deepseek/deepseek-v4-pro-0813,3.033937,1.024514,5.062221,0.11605491,0.0032399676,0.421195788,false,left_higher
openai/gpt-5.6-terra-pro,deepseek/deepseek-v4-flash-0731,8.795984,6.137797,11.462219,0.25287531,9.999900001e-06,0.0032499675,true,left_higher
openai/gpt-5.6-terra-pro,minimax/minimax-m3,4.756078,2.550810,7.005836,0.16343637,3.99996e-05,0.007039929601,true,left_higher
openai/gpt-5.6-terra-pro,nvidia/nemotron-3.5-lightning,6.330938,3.916691,8.806223,0.19886080,9.999900001e-06,0.0032499675,true,left_higher
openai/gpt-5.6-terra-pro,mistralai/mistral-large-2512,10.081031,7.497734,12.666148,0.30037280,9.999900001e-06,0.0032499675,true,left_higher
openai/gpt-5.6-terra-pro,tencent/hy3,2.588312,0.534586,4.660332,0.09685180,0.0146098539,1,false,left_higher
openai/gpt-5.6-terra-pro,cohere/command-a,13.375438,10.703989,16.015696,0.37943922,9.999900001e-06,0.0032499675,true,left_higher
openai/gpt-5.6-terra-pro,cohere/command-r-plus-08-2024,34.810625,31.948030,37.635275,0.90096619,9.999900001e-06,0.0032499675,true,left_higher
openai/gpt-5.6-terra-pro,meta/muse-spark-1.2,-0.894328,-2.849641,1.055095,-0.03506484,0.37499625,1,false,right_higher
openai/gpt-5.6-terra-pro,meta/muse-glimmer-30b,3.105125,0.883316,5.341525,0.10742745,0.006069939301,0.7344626554,false,left_higher
openai/gpt-5.6-terra-pro,anthropic/claude-fable-5,45.403781,42.627608,48.157720,0.92738168,9.999900001e-06,0.0032499675,true,left_higher
openai/gpt-5.6-terra-pro,qwen/qwen3.8-2.4t-a95b,0.277250,-1.476000,2.042798,0.01212082,0.7580924191,1,false,left_higher
openai/gpt-5.6-terra-pro,bytedance-seed/seed-2-1-turbo,2.298875,0.077275,4.549915,0.07954782,0.0441495585,1,false,left_higher
openai/gpt-5.6-terra-pro,thinkingmachines/inkling,7.025422,4.432702,9.665547,0.20798228,9.999900001e-06,0.0032499675,true,left_higher
openai/gpt-5.6-luna-pro,meta-llama/llama-4-maverick,8.987359,6.247146,11.726991,0.25366259,9.999900001e-06,0.0032499675,true,left_higher
openai/gpt-5.6-luna-pro,anthropic/claude-opus-5,-1.596984,-3.565084,0.388121,-0.06221077,0.1158088419,1,false,right_higher
openai/gpt-5.6-luna-pro,anthropic/claude-sonnet-5,-0.275844,-2.450336,1.898379,-0.00975177,0.8056619434,1,false,right_higher
openai/gpt-5.6-luna-pro,google/gemini-3.1-pro-preview,-3.741922,-5.757165,-1.734012,-0.14272417,0.0002899971,0.046399536,true,right_higher
openai/gpt-5.6-luna-pro,google/gemini-3.6-flash,-0.915562,-2.853026,1.035291,-0.03613733,0.3636763632,1,false,right_higher
openai/gpt-5.6-luna-pro,x-ai/grok-4.6,-4.199406,-6.242372,-2.149209,-0.15614329,7.999920001e-05,0.013599864,true,right_higher
openai/gpt-5.6-luna-pro,moonshotai/kimi-k3,-1.151109,-3.127252,0.827779,-0.04438915,0.2594574054,1,false,right_higher
openai/gpt-5.6-luna-pro,qwen/qwen3.8-max,-2.247938,-4.432831,-0.095450,-0.07945893,0.0436695633,1,false,right_higher
openai/gpt-5.6-luna-pro,z-ai/glm-5.2,2.284000,-0.026645,4.588564,0.07613133,0.05429945701,1,false,left_higher
openai/gpt-5.6-luna-pro,deepseek/deepseek-v4-pro-0813,0.711063,-1.345841,2.810433,0.02620633,0.5081649184,1,false,left_higher
openai/gpt-5.6-luna-pro,deepseek/deepseek-v4-flash-0731,6.473109,4.009337,8.955779,0.20100749,9.999900001e-06,0.0032499675,true,left_higher
openai/gpt-5.6-luna-pro,minimax/minimax-m3,2.433203,0.077946,4.850941,0.07836089,0.0473095269,1,false,left_higher
openai/gpt-5.6-luna-pro,nvidia/nemotron-3.5-lightning,4.008062,1.761653,6.261770,0.13736351,0.0006199938001,0.09175908241,false,left_higher
openai/gpt-5.6-luna-pro,mistralai/mistral-large-2512,7.758156,5.411796,10.093177,0.25387146,9.999900001e-06,0.0032499675,true,left_higher
openai/gpt-5.6-luna-pro,tencent/hy3,0.265437,-1.787618,2.330248,0.00996142,0.801501985,1,false,left_higher
openai/gpt-5.6-luna-pro,cohere/command-a,11.052563,8.685838,13.445221,0.35187273,9.999900001e-06,0.0032499675,true,left_higher
openai/gpt-5.6-luna-pro,cohere/command-r-plus-08-2024,32.487750,29.726205,35.233675,0.86387475,9.999900001e-06,0.0032499675,true,left_higher
openai/gpt-5.6-luna-pro,meta/muse-spark-1.2,-3.217203,-5.300029,-1.173076,-0.11894492,0.0026899731,0.3577664223,false,right_higher
openai/gpt-5.6-luna-pro,meta/muse-glimmer-30b,0.782250,-1.233394,2.801478,0.02960587,0.4525754742,1,false,left_higher
openai/gpt-5.6-luna-pro,anthropic/claude-fable-5,43.080906,40.408305,45.770786,0.89131131,9.999900001e-06,0.0032499675,true,left_higher
openai/gpt-5.6-luna-pro,qwen/qwen3.8-2.4t-a95b,-2.045625,-4.075779,-0.004637,-0.07712490,0.05218947811,1,false,right_higher
openai/gpt-5.6-luna-pro,bytedance-seed/seed-2-1-turbo,-0.024000,-2.161560,2.121032,-0.00086294,0.9828301717,1,false,right_higher
openai/gpt-5.6-luna-pro,thinkingmachines/inkling,4.702547,2.292073,7.201436,0.14735023,0.0001599984,0.0260797392,true,left_higher
meta-llama/llama-4-maverick,anthropic/claude-opus-5,-10.584344,-13.252633,-7.953005,-0.30701750,9.999900001e-06,0.0032499675,true,right_higher
meta-llama/llama-4-maverick,anthropic/claude-sonnet-5,-9.263203,-11.829365,-6.663153,-0.27637443,9.999900001e-06,0.0032499675,true,right_higher
meta-llama/llama-4-maverick,google/gemini-3.1-pro-preview,-12.729281,-15.419901,-9.989224,-0.35595447,9.999900001e-06,0.0032499675,true,right_higher
meta-llama/llama-4-maverick,google/gemini-3.6-flash,-9.902922,-12.579227,-7.209832,-0.28186234,9.999900001e-06,0.0032499675,true,right_higher
meta-llama/llama-4-maverick,x-ai/grok-4.6,-13.186766,-15.819997,-10.506653,-0.37584141,9.999900001e-06,0.0032499675,true,right_higher
meta-llama/llama-4-maverick,moonshotai/kimi-k3,-10.138469,-12.851609,-7.428720,-0.28701796,9.999900001e-06,0.0032499675,true,right_higher
meta-llama/llama-4-maverick,qwen/qwen3.8-max,-11.235297,-13.928157,-8.562170,-0.31870602,9.999900001e-06,0.0032499675,true,right_higher
meta-llama/llama-4-maverick,z-ai/glm-5.2,-6.703359,-9.276393,-4.129155,-0.20186052,9.999900001e-06,0.0032499675,true,right_higher
meta-llama/llama-4-maverick,deepseek/deepseek-v4-pro-0813,-8.276297,-11.027685,-5.514028,-0.23152429,9.999900001e-06,0.0032499675,true,right_higher
meta-llama/llama-4-maverick,deepseek/deepseek-v4-flash-0731,-2.514250,-5.226122,0.173675,-0.07195657,0.06828931711,1,false,right_higher
meta-llama/llama-4-maverick,minimax/minimax-m3,-6.554156,-9.183220,-3.896827,-0.19036195,9.999900001e-06,0.0032499675,true,right_higher
meta-llama/llama-4-maverick,nvidia/nemotron-3.5-lightning,-4.979297,-7.738132,-2.195468,-0.13850124,0.0004899951,0.07447925521,false,right_higher
meta-llama/llama-4-maverick,mistralai/mistral-large-2512,-1.229203,-3.770523,1.320604,-0.03683256,0.3513664863,1,false,right_higher
meta-llama/llama-4-maverick,tencent/hy3,-8.721922,-11.154491,-6.274746,-0.27546551,9.999900001e-06,0.0032499675,true,right_higher
meta-llama/llama-4-maverick,cohere/command-a,2.065203,-0.439367,4.593245,0.06277273,0.1123188768,1,false,left_higher
meta-llama/llama-4-maverick,cohere/command-r-plus-08-2024,23.500391,20.627675,26.369442,0.60256185,9.999900001e-06,0.0032499675,true,left_higher
meta-llama/llama-4-maverick,meta/muse-spark-1.2,-12.204562,-14.847407,-9.542167,-0.34954122,9.999900001e-06,0.0032499675,true,right_higher
meta-llama/llama-4-maverick,meta/muse-glimmer-30b,-8.205109,-10.712779,-5.728905,-0.25231645,9.999900001e-06,0.0032499675,true,right_higher
meta-llama/llama-4-maverick,anthropic/claude-fable-5,34.093547,31.071078,37.111644,0.65561866,9.999900001e-06,0.0032499675,true,left_higher
meta-llama/llama-4-maverick,qwen/qwen3.8-2.4t-a95b,-11.032984,-13.782917,-8.253561,-0.30659862,9.999900001e-06,0.0032499675,true,right_higher
meta-llama/llama-4-maverick,bytedance-seed/seed-2-1-turbo,-9.011359,-11.646192,-6.368308,-0.26397888,9.999900001e-06,0.0032499675,true,right_higher
meta-llama/llama-4-maverick,thinkingmachines/inkling,-4.284812,-7.008536,-1.546857,-0.11996448,0.0023699763,0.3175768242,false,right_higher
anthropic/claude-opus-5,anthropic/claude-sonnet-5,1.321141,-0.554408,3.200288,0.05429495,0.1693683063,1,false,left_higher
anthropic/claude-opus-5,google/gemini-3.1-pro-preview,-2.144938,-4.051598,-0.251489,-0.08599452,0.0298797012,1,false,right_higher
anthropic/claude-opus-5,google/gemini-3.6-flash,0.681422,-1.182704,2.540949,0.02806875,0.4806751932,1,false,left_higher
anthropic/claude-opus-5,x-ai/grok-4.6,-2.602422,-4.684129,-0.505715,-0.09469492,0.0170798292,1,false,right_higher
anthropic/claude-opus-5,moonshotai/kimi-k3,0.445875,-1.533375,2.437889,0.01720206,0.663103369,1,false,left_higher
anthropic/claude-opus-5,qwen/qwen3.8-max,-0.650953,-2.624688,1.302035,-0.02517651,0.5255347447,1,false,right_higher
anthropic/claude-opus-5,z-ai/glm-5.2,3.880984,1.671369,6.072564,0.13566551,0.0004899951,0.07447925521,false,left_higher
anthropic/claude-opus-5,deepseek/deepseek-v4-pro-0813,2.308047,0.271225,4.337400,0.08725171,0.0265497345,1,false,left_higher
anthropic/claude-opus-5,deepseek/deepseek-v4-flash-0731,8.070094,5.643627,10.507778,0.25572736,9.999900001e-06,0.0032499675,true,left_higher
anthropic/claude-opus-5,minimax/minimax-m3,4.030188,1.788929,6.310486,0.13715614,0.0004599954,0.07037929621,false,left_higher
anthropic/claude-opus-5,nvidia/nemotron-3.5-lightning,5.605047,3.088003,8.162170,0.16996875,1.99998e-05,0.0036399636,true,left_higher
anthropic/claude-opus-5,mistralai/mistral-large-2512,9.355141,6.955011,11.742507,0.30040564,9.999900001e-06,0.0032499675,true,left_higher
anthropic/claude-opus-5,tencent/hy3,1.862422,-0.240852,3.987130,0.06835262,0.08365916341,1,false,left_higher
anthropic/claude-opus-5,cohere/command-a,12.649547,10.112525,15.172034,0.38119433,9.999900001e-06,0.0032499675,true,left_higher
anthropic/claude-opus-5,cohere/command-r-plus-08-2024,34.084734,31.212812,36.961642,0.88403241,9.999900001e-06,0.0032499675,true,left_higher
anthropic/claude-opus-5,meta/muse-spark-1.2,-1.620219,-3.607441,0.317782,-0.06206078,0.1193188068,1,false,right_higher
anthropic/claude-opus-5,meta/muse-glimmer-30b,2.379234,0.189341,4.545260,0.08434794,0.0325596744,1,false,left_higher
anthropic/claude-opus-5,anthropic/claude-fable-5,44.677891,42.084751,47.255595,0.94405304,9.999900001e-06,0.0032499675,true,left_higher
anthropic/claude-opus-5,qwen/qwen3.8-2.4t-a95b,-0.448641,-2.414564,1.511782,-0.01742820,0.6587534125,1,false,right_higher
anthropic/claude-opus-5,bytedance-seed/seed-2-1-turbo,1.572984,-0.424984,3.577321,0.06062634,0.1249087509,1,false,left_higher
anthropic/claude-opus-5,thinkingmachines/inkling,6.299531,3.884936,8.765223,0.20095161,9.999900001e-06,0.0032499675,true,left_higher
anthropic/claude-sonnet-5,google/gemini-3.1-pro-preview,-3.466078,-5.555754,-1.372125,-0.12587332,0.0014599854,0.2073179268,false,right_higher
anthropic/claude-sonnet-5,google/gemini-3.6-flash,-0.639719,-2.678663,1.406919,-0.02388805,0.5440745593,1,false,right_higher
anthropic/claude-sonnet-5,x-ai/grok-4.6,-3.923563,-6.039923,-1.805359,-0.14039220,0.0003599964,0.05651943481,false,right_higher
anthropic/claude-sonnet-5,moonshotai/kimi-k3,-0.875266,-3.002169,1.239244,-0.03174788,0.4219857801,1,false,right_higher
anthropic/claude-sonnet-5,qwen/qwen3.8-max,-1.972094,-4.066750,0.126886,-0.07169841,0.07091929081,1,false,right_higher
anthropic/claude-sonnet-5,z-ai/glm-5.2,2.559844,0.357040,4.745167,0.09011204,0.0227097729,1,false,left_higher
anthropic/claude-sonnet-5,deepseek/deepseek-v4-pro-0813,0.986906,-1.276523,3.245799,0.03361761,0.3955360446,1,false,left_higher
anthropic/claude-sonnet-5,deepseek/deepseek-v4-flash-0731,6.748953,4.220936,9.297404,0.20535400,9.999900001e-06,0.0032499675,true,left_higher
anthropic/claude-sonnet-5,minimax/minimax-m3,2.709047,0.416507,5.019898,0.09100768,0.0209797902,1,false,left_higher
anthropic/claude-sonnet-5,nvidia/nemotron-3.5-lightning,4.283906,1.868638,6.740346,0.13570181,0.000499995,0.07499925001,false,left_higher
anthropic/claude-sonnet-5,mistralai/mistral-large-2512,8.034000,5.683920,10.417975,0.26122293,9.999900001e-06,0.0032499675,true,left_higher
anthropic/claude-sonnet-5,tencent/hy3,0.541281,-1.535286,2.640286,0.02000591,0.614403856,1,false,left_higher
anthropic/claude-sonnet-5,cohere/command-a,11.328406,8.917797,13.744960,0.35904706,9.999900001e-06,0.0032499675,true,left_higher
anthropic/claude-sonnet-5,cohere/command-r-plus-08-2024,32.763594,29.949073,35.595658,0.85753515,9.999900001e-06,0.0032499675,true,left_higher
anthropic/claude-sonnet-5,meta/muse-spark-1.2,-2.941359,-5.181193,-0.718777,-0.10052799,0.0114598854,1,false,right_higher
anthropic/claude-sonnet-5,meta/muse-glimmer-30b,1.058094,-1.081204,3.177502,0.03833838,0.3342866571,1,false,left_higher
anthropic/claude-sonnet-5,anthropic/claude-fable-5,43.356750,40.623239,46.113409,0.87892456,9.999900001e-06,0.0032499675,true,left_higher
anthropic/claude-sonnet-5,qwen/qwen3.8-2.4t-a95b,-1.769781,-3.881340,0.367288,-0.06453602,0.1021689783,1,false,right_higher
anthropic/claude-sonnet-5,bytedance-seed/seed-2-1-turbo,0.251844,-1.833628,2.347770,0.00932163,0.8149618504,1,false,left_higher
anthropic/claude-sonnet-5,thinkingmachines/inkling,4.978391,2.492700,7.502875,0.15397793,0.0001499985,0.024599754,true,left_higher
google/gemini-3.1-pro-preview,google/gemini-3.6-flash,2.826359,0.924577,4.712515,0.11471293,0.0041899581,0.5237447626,false,left_higher
google/gemini-3.1-pro-preview,x-ai/grok-4.6,-0.457484,-2.242752,1.329582,-0.01961930,0.6208937911,1,false,right_higher
google/gemini-3.1-pro-preview,moonshotai/kimi-k3,2.590812,0.674412,4.508632,0.10415555,0.008319916801,0.9734302657,false,left_higher
google/gemini-3.1-pro-preview,qwen/qwen3.8-max,1.493984,-0.344220,3.292266,0.06319313,0.1093489065,1,false,left_higher
google/gemini-3.1-pro-preview,z-ai/glm-5.2,6.025922,3.611385,8.390344,0.19401911,9.999900001e-06,0.0032499675,true,left_higher
google/gemini-3.1-pro-preview,deepseek/deepseek-v4-pro-0813,4.452984,2.394786,6.524542,0.16665629,3.99996e-05,0.007039929601,true,left_higher
google/gemini-3.1-pro-preview,deepseek/deepseek-v4-flash-0731,10.215031,7.590916,12.816586,0.29920609,9.999900001e-06,0.0032499675,true,left_higher
google/gemini-3.1-pro-preview,minimax/minimax-m3,6.175125,3.889588,8.476627,0.20663765,9.999900001e-06,0.0032499675,true,left_higher
google/gemini-3.1-pro-preview,nvidia/nemotron-3.5-lightning,7.749984,5.261838,10.273641,0.23874010,9.999900001e-06,0.0032499675,true,left_higher
google/gemini-3.1-pro-preview,mistralai/mistral-large-2512,11.500078,8.947809,14.036940,0.34787004,9.999900001e-06,0.0032499675,true,left_higher
google/gemini-3.1-pro-preview,tencent/hy3,4.007359,1.959984,6.076504,0.15050200,0.0001399986,0.023099769,true,left_higher
google/gemini-3.1-pro-preview,cohere/command-a,14.794484,12.217433,17.357834,0.42805763,9.999900001e-06,0.0032499675,true,left_higher
google/gemini-3.1-pro-preview,cohere/command-r-plus-08-2024,36.229672,33.304510,39.080285,0.92298239,9.999900001e-06,0.0032499675,true,left_higher
google/gemini-3.1-pro-preview,meta/muse-spark-1.2,0.524719,-1.258612,2.281866,0.02298133,0.5637743623,1,false,left_higher
google/gemini-3.1-pro-preview,meta/muse-glimmer-30b,4.524172,2.326479,6.701192,0.15987576,7.999920001e-05,0.013599864,true,left_higher
google/gemini-3.1-pro-preview,anthropic/claude-fable-5,46.822828,44.152761,49.456096,0.98540465,9.999900001e-06,0.0032499675,true,left_higher
google/gemini-3.1-pro-preview,qwen/qwen3.8-2.4t-a95b,1.696297,-0.172479,3.570440,0.07031178,0.07454925451,1,false,left_higher
google/gemini-3.1-pro-preview,bytedance-seed/seed-2-1-turbo,3.717922,1.488122,5.927064,0.12970722,0.0009999900001,0.14399856,false,left_higher
google/gemini-3.1-pro-preview,thinkingmachines/inkling,8.444469,5.834373,11.058085,0.25081865,9.999900001e-06,0.0032499675,true,left_higher
google/gemini-3.6-flash,x-ai/grok-4.6,-3.283844,-5.331437,-1.231559,-0.12394964,0.0019599804,0.2704772952,false,right_higher
google/gemini-3.6-flash,moonshotai/kimi-k3,-0.235547,-2.223677,1.746578,-0.00912221,0.8172818272,1,false,right_higher
google/gemini-3.6-flash,qwen/qwen3.8-max,-1.332375,-3.395269,0.673001,-0.05070874,0.2022879771,1,false,right_higher
google/gemini-3.6-flash,z-ai/glm-5.2,3.199562,0.960314,5.428315,0.10921663,0.006169938301,0.7403925961,false,left_higher
google/gemini-3.6-flash,deepseek/deepseek-v4-pro-0813,1.626625,-0.582274,3.859221,0.05660908,0.152098479,1,false,left_higher
google/gemini-3.6-flash,deepseek/deepseek-v4-flash-0731,7.388672,4.933498,9.835622,0.22950785,9.999900001e-06,0.0032499675,true,left_higher
google/gemini-3.6-flash,minimax/minimax-m3,3.348766,0.969352,5.762992,0.10781391,0.006669933301,0.7937220628,false,left_higher
google/gemini-3.6-flash,nvidia/nemotron-3.5-lightning,4.923625,2.512964,7.321180,0.15750218,6.999930001e-05,0.0120398796,true,left_higher
google/gemini-3.6-flash,mistralai/mistral-large-2512,8.673719,6.416129,10.949069,0.29129836,9.999900001e-06,0.0032499675,true,left_higher
google/gemini-3.6-flash,tencent/hy3,1.181000,-1.070134,3.410759,0.04037622,0.3097469025,1,false,left_higher
google/gemini-3.6-flash,cohere/command-a,11.968125,9.520343,14.395207,0.36580745,9.999900001e-06,0.0032499675,true,left_higher
google/gemini-3.6-flash,cohere/command-r-plus-08-2024,33.403312,30.514514,36.265688,0.84597606,9.999900001e-06,0.0032499675,true,left_higher
google/gemini-3.6-flash,meta/muse-spark-1.2,-2.301641,-4.240089,-0.391437,-0.09234692,0.0201797982,1,false,right_higher
google/gemini-3.6-flash,meta/muse-glimmer-30b,1.697812,-0.482574,3.874529,0.06011566,0.1283887161,1,false,left_higher
google/gemini-3.6-flash,anthropic/claude-fable-5,43.996469,41.445593,46.531548,0.92543665,9.999900001e-06,0.0032499675,true,left_higher
google/gemini-3.6-flash,qwen/qwen3.8-2.4t-a95b,-1.130062,-3.198737,0.937923,-0.04244747,0.2838771612,1,false,right_higher
google/gemini-3.6-flash,bytedance-seed/seed-2-1-turbo,0.891563,-1.205222,2.988500,0.03278475,0.4063359366,1,false,left_higher
google/gemini-3.6-flash,thinkingmachines/inkling,5.618109,3.139562,8.130688,0.17416133,9.999900001e-06,0.0032499675,true,left_higher
x-ai/grok-4.6,moonshotai/kimi-k3,3.048297,1.256638,4.851422,0.12967019,0.001099989,0.157298427,false,left_higher
x-ai/grok-4.6,qwen/qwen3.8-max,1.951469,-0.003288,3.893054,0.07725311,0.05104948951,1,false,left_higher
x-ai/grok-4.6,z-ai/glm-5.2,6.483406,4.151647,8.812798,0.21211885,9.999900001e-06,0.0032499675,true,left_higher
x-ai/grok-4.6,deepseek/deepseek-v4-pro-0813,4.910469,2.915733,6.953114,0.18750761,9.999900001e-06,0.0032499675,true,left_higher
x-ai/grok-4.6,deepseek/deepseek-v4-flash-0731,10.672516,8.028324,13.312223,0.30717441,9.999900001e-06,0.0032499675,true,left_higher
x-ai/grok-4.6,minimax/minimax-m3,6.632609,4.549834,8.750827,0.24193309,9.999900001e-06,0.0032499675,true,left_higher
x-ai/grok-4.6,nvidia/nemotron-3.5-lightning,8.207469,5.910004,10.548459,0.27069825,9.999900001e-06,0.0032499675,true,left_higher
x-ai/grok-4.6,mistralai/mistral-large-2512,11.957562,9.479266,14.389314,0.36990001,9.999900001e-06,0.0032499675,true,left_higher
x-ai/grok-4.6,tencent/hy3,4.464844,2.437047,6.500405,0.16818755,4.99995e-05,0.008649913501,true,left_higher
x-ai/grok-4.6,cohere/command-a,15.251969,12.681286,17.827925,0.43792292,9.999900001e-06,0.0032499675,true,left_higher
x-ai/grok-4.6,cohere/command-r-plus-08-2024,36.687156,33.819408,39.513940,0.94293133,9.999900001e-06,0.0032499675,true,left_higher
x-ai/grok-4.6,meta/muse-spark-1.2,0.982203,-0.731975,2.684455,0.04460005,0.2615773842,1,false,left_higher
x-ai/grok-4.6,meta/muse-glimmer-30b,4.981656,2.988156,7.025224,0.18920914,9.999900001e-06,0.0032499675,true,left_higher
x-ai/grok-4.6,anthropic/claude-fable-5,47.280312,44.505513,49.998785,0.96944334,9.999900001e-06,0.0032499675,true,left_higher
x-ai/grok-4.6,qwen/qwen3.8-2.4t-a95b,2.153781,0.042619,4.273121,0.07865107,0.0467495325,1,false,left_higher
x-ai/grok-4.6,bytedance-seed/seed-2-1-turbo,4.175406,2.079214,6.259964,0.15276683,7.999920001e-05,0.013599864,true,left_higher
x-ai/grok-4.6,thinkingmachines/inkling,8.901953,6.457965,11.369417,0.28110889,9.999900001e-06,0.0032499675,true,left_higher
moonshotai/kimi-k3,qwen/qwen3.8-max,-1.096828,-3.193798,0.976580,-0.04051828,0.3056569434,1,false,right_higher
moonshotai/kimi-k3,z-ai/glm-5.2,3.435109,1.153382,5.715754,0.11537002,0.0030799692,0.4065559344,false,left_higher
moonshotai/kimi-k3,deepseek/deepseek-v4-pro-0813,1.862172,-0.210727,3.956611,0.06867841,0.08214917851,1,false,left_higher
moonshotai/kimi-k3,deepseek/deepseek-v4-flash-0731,7.624219,4.903487,10.352536,0.21529945,9.999900001e-06,0.0032499675,true,left_higher
moonshotai/kimi-k3,minimax/minimax-m3,3.584313,1.310952,5.893188,0.12000432,0.0021799782,0.2986570134,false,left_higher
