checkpoint,repo_id,revision,release_panel,task_id,family,rank_spearman,pearson,optimum_set_agreement,original_optimum_count,alternative_optimum_count,original_chance_score,alternative_chance_score
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-149,substitution,0.8363636363636364,0.8496788365562511,False,1,1,46.39839285714285,45.15464285714285
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-100,substitution,0.763773069036227,0.7939060808566988,True,1,1,37.62696428571429,49.18607142857143
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-103,substitution,0.7535885167464115,0.7515040532122347,False,1,1,36.94607142857143,52.20464285714285
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-122,substitution,0.9700097405678154,0.9757618755418327,True,1,1,39.70946428571428,44.45196428571428
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-108,substitution,0.8512645249487355,0.8761707824879511,True,1,1,40.72875,45.65553571428572
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-120,substitution,0.8773752563226248,0.90178333104723,True,1,1,43.49089285714285,38.80464285714286
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-138,substitution,0.8738016713796538,0.9463548390462473,False,1,1,49.05714285714285,52.25875
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-034,substitution,0.07819816124953005,0.08447375786942497,False,1,1,47.06053571428571,51.489107142857144
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-032,substitution,0.45809979494190023,0.4952724611944458,False,1,1,52.25267857142857,46.71142857142857
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-012,substitution,0.883937115516063,0.9122459957077559,True,1,1,43.75714285714285,41.905
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-104,substitution,0.6889268626110733,0.72546131571061,False,1,1,50.67625,54.47375
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-031,substitution,0.7246877083715016,0.7283999272621047,True,1,1,41.39196428571429,46.26232142857143
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-010,substitution,0.13978127136021873,0.1381029970327706,False,1,1,42.083035714285714,53.503035714285716
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-011,substitution,0.06784121397460058,0.09291028692519346,False,1,1,50.42357142857143,49.28196428571428
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-155,substitution,0.8679425837320576,0.8727154383744994,True,1,1,37.2,44.651964285714286
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-047,substitution,0.5783321941216679,0.5862296465295184,False,1,1,54.51446428571428,52.39946428571429
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-053,substitution,0.29911652630010294,0.3370694478717217,False,1,1,33.67321428571429,58.3425
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-118,substitution,0.5113465481886534,0.5742960026860504,False,1,1,43.581964285714285,41.24625
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-146,substitution,0.9440191387559809,0.9541145724176374,True,1,1,35.24053571428571,40.08732142857143
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-150,substitution,0.8582365003417636,0.8762323783565896,False,1,1,55.044464285714284,49.07392857142857
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-055,substitution,0.6297334244702666,0.6600784848852848,True,1,1,46.03,52.64178571428572
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-139,substitution,0.8641295990598494,0.8718665074883257,False,1,1,40.77571428571429,44.26696428571429
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-052,substitution,0.6174299384825701,0.6423337990988076,False,1,1,54.38,45.68892857142857
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-038,substitution,0.6020950461413292,0.6289490797766887,False,1,1,56.087857142857146,49.57392857142857
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-030,substitution,0.48277511961722486,0.5016984511522846,True,1,1,50.65464285714285,45.315714285714286
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-123,substitution,0.7857826384142174,0.7860584468757368,False,1,1,45.39839285714285,43.06339285714285
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-026,substitution,0.3524948735475052,0.38238928715400733,False,1,1,39.42803571428571,41.48517857142857
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-081,substitution,0.855228981544771,0.8567523414869018,False,1,1,43.53803571428571,45.7875
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-009,substitution,0.623113860546558,0.6666012387362554,False,1,1,39.19125,45.53660714285715
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-059,substitution,0.7834586466165414,0.80010184174613,False,1,1,44.349642857142854,51.07017857142857
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-033,substitution,0.6087491455912508,0.6191900696466026,False,1,1,41.83875,48.63
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-062,substitution,0.8747778537252222,0.8810263179534615,False,1,1,44.3725,44.35839285714285
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-133,substitution,0.9479997950768115,0.9483488167752399,False,1,1,41.20446428571429,46.58464285714285
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-154,substitution,0.9623376623376624,0.9732784307407044,True,1,1,43.47517857142857,43.003214285714286
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-045,substitution,0.3995215311004785,0.4456116870341789,False,1,1,46.54857142857143,46.71375
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-140,substitution,0.875598086124402,0.8904321599486277,True,1,1,44.18053571428572,47.963571428571434
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-093,substitution,0.6878449735278646,0.8082185933560707,False,1,1,42.60517857142857,45.15232142857143
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-102,substitution,0.6866712235133289,0.678511185056915,False,1,1,48.00928571428572,51.830535714285716
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-084,substitution,0.6978929921215837,0.7536979036590772,True,1,1,37.63285714285714,37.22660714285714
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-160,substitution,0.876555023923445,0.896439596834954,True,1,1,41.885535714285716,39.964285714285715
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-153,substitution,0.8694463431305537,0.8714750885692494,True,1,1,45.083214285714284,45.08517857142857
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-064,substitution,0.808455373586487,0.8138760021878065,True,1,1,40.41357142857143,45.87142857142857
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-134,substitution,0.7276611016288266,0.7439236775573264,False,1,1,44.41517857142857,47.85928571428572
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-126,substitution,0.7241285030758714,0.7513662015904116,False,1,1,42.55642857142857,46.42107142857143
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-073,substitution,0.9086807928913192,0.9010993656649542,False,1,1,50.29357142857143,57.11589285714285
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-003,substitution,0.07894736842105264,0.04891882686365189,False,1,1,37.080535714285716,50.911428571428566
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-152,substitution,0.7185700371868902,0.738974787641363,True,1,1,42.135892857142856,35.265
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-151,substitution,0.9306903622693098,0.9328709303616537,True,1,1,40.87392857142857,49.479464285714286
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-107,substitution,0.8509860218921458,0.8717760975852666,False,1,1,40.25089285714286,40.20142857142857
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-097,substitution,0.6931647300068353,0.6759082656356985,False,1,1,44.3925,46.62
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-112,substitution,0.8292691263877624,0.8427115555708637,True,1,1,44.502857142857145,43.839464285714286
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-117,substitution,0.8747095010252905,0.869965525113343,False,1,1,48.21517857142857,47.48321428571428
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-116,substitution,0.7000017090073172,0.7266088298112421,False,1,1,49.28910714285715,46.450178571428566
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-131,substitution,0.7101845522898155,0.7596719776922801,True,1,1,45.27625,40.66589285714286
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-005,substitution,0.3885850991114149,0.3290408759278602,False,1,1,50.979464285714286,47.48446428571428
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-067,substitution,0.43157894736842106,0.44919438881187174,False,1,1,42.12339285714285,52.67732142857143
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-159,substitution,0.8849433518611248,0.8684895282754186,False,1,1,45.597142857142856,45.51392857142857
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-114,substitution,0.6863978127136022,0.6619307987569254,False,1,1,48.393571428571434,43.22125
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-050,substitution,0.7203691045796309,0.7327575124979795,False,1,1,54.71,48.56785714285715
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-090,substitution,0.4725905673274095,0.5262586337507447,False,1,1,46.6125,44.10125
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-148,substitution,0.9009569377990432,0.9173622358965526,False,1,1,46.71946428571428,46.676607142857144
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-substitution-110,substitution,0.7206425153793575,0.7115454184626919,False,1,1,48.66625,47.10821428571428
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-pairing-047,pairing,0.7440191387559809,0.7227639081951845,True,1,1,41.83017857142857,55.91375
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-pairing-076,pairing,0.7473000683527,0.759186797534432,True,1,1,46.45875,45.19392857142857
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-pairing-028,pairing,0.7805194805194805,0.7809210106966047,False,1,1,50.85142857142857,42.05982142857143
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-pairing-135,pairing,0.6397580274007799,0.6609201032215356,False,1,1,43.23482142857143,48.48125
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-pairing-033,pairing,0.5740259740259741,0.6561634225628754,False,1,1,46.89375,53.25
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-pairing-046,pairing,0.418796992481203,0.43449286520373426,False,1,1,43.369821428571434,52.838571428571434
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-pairing-015,pairing,0.6169514695830486,0.6925780743709806,False,1,1,44.485,42.79142857142857
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-pairing-101,pairing,0.9099950444774383,0.9024750696388115,False,1,1,42.52303571428572,38.503928571428574
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-pairing-147,pairing,0.8087971429264095,0.8315933560239299,True,1,1,43.78678571428571,45.457857142857144
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-pairing-080,pairing,0.7747095010252905,0.7822487848187373,False,1,1,46.972142857142856,46.168928571428566
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-pairing-007,pairing,0.6465481886534519,0.651129240050858,False,1,1,50.71803571428572,47.36142857142857
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-pairing-152,pairing,0.9235816814764184,0.9294237360805725,False,1,1,42.362321428571434,49.0225
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-pairing-148,pairing,0.6043062200956938,0.5651362896993655,False,1,1,37.13196428571428,51.2675
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-pairing-094,pairing,0.8233082706766918,0.8486412398490215,True,1,1,40.34553571428572,48.45428571428572
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-pairing-079,pairing,0.7784005468215995,0.7879851427815874,True,1,1,45.86821428571429,42.85267857142857
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-pairing-086,pairing,0.7613123718386877,0.7534277318786112,False,1,1,49.98482142857143,46.09339285714285
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-pairing-133,pairing,0.6541353383458647,0.6228906920494808,False,1,1,37.77964285714286,51.096964285714286
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-pairing-157,pairing,0.930432851004799,0.9456263220138299,False,1,1,46.55321428571428,45.72607142857143
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-pairing-143,pairing,0.40123034859876966,0.3645176289218417,False,1,1,42.08,52.45285714285715
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-pairing-160,pairing,0.49993164730006834,0.6497246721561339,False,1,1,36.70428571428572,38.65571428571428
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-pairing-142,pairing,0.7451127819548873,0.7718054121421813,False,1,1,46.33767857142857,43.68553571428571
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-pairing-081,pairing,0.7557074504442925,0.7824534139266798,True,1,1,50.24125,50.07678571428571
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-pairing-155,pairing,0.8284347231715653,0.843335752457859,False,1,1,39.13160714285714,44.53732142857143
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-pairing-041,pairing,0.8172248803827752,0.8785161025121897,False,1,1,46.176964285714284,46.58482142857143
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-pairing-153,pairing,0.7429938482570062,0.7879224817498968,True,1,1,44.99214285714285,48.317142857142855
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-pairing-066,pairing,0.21182863688391657,0.25887399348470896,False,1,1,45.44303571428571,54.81964285714285
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-pairing-055,pairing,0.46422529441662447,0.4821420026967448,False,1,1,50.035,53.48267857142857
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-pairing-003,pairing,0.5760082023239919,0.6187028726266847,False,1,1,48.755,48.34196428571428
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-pairing-078,pairing,0.8098566278801689,0.801627077643522,True,1,1,43.87446428571428,44.161428571428566
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-pairing-159,pairing,0.7635680109364321,0.8044056982875606,False,1,1,35.348214285714285,46.14125
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-pairing-151,pairing,0.833356117566644,0.853097685232078,False,1,1,45.14875,46.06875
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-pairing-032,pairing,0.6733996377183088,0.701784156858107,False,1,1,44.380178571428566,45.99339285714285
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-pairing-054,pairing,0.7400546821599454,0.7902406917222408,False,1,1,56.558214285714286,61.05017857142857
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-pairing-121,pairing,0.8535201640464799,0.8854783713180301,True,1,1,50.07053571428572,44.46517857142857
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-pairing-111,pairing,0.8143540669856459,0.8144911048112933,False,1,1,49.91857142857143,45.38107142857143
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-pairing-120,pairing,0.6087937252038086,0.6186008971318249,False,1,1,46.002857142857145,48.01982142857143
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-pairing-084,pairing,0.47396572060441344,0.502525883551802,False,1,1,49.21035714285715,49.25660714285715
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-pairing-145,pairing,0.609295967190704,0.6742445657128969,False,1,1,38.89892857142857,46.199642857142855
cooc,Kaikaku/epicure-cooc,03edd311adde6e39a2eb6f9f3fa78f7396be6b53,panel_1,fb-executable-pairing-058,pairing,0.42597402597402595,0.4300803054943076,False,1,1,44.54714285714285,46.34464285714285
